eq_y,eq_d,loss_y,loss_d,terms_added,dict_size,n_selected,S_y,S_d,S_union
5.03338281521366*x0**2*x1 - 2.2166004*x5 - 2.2166004*log(x2**2),x31*0.097601645*x10**2,8.901122,0.88795674,3,53,19,"[np.int64(3), np.int64(5), np.int64(10), np.int64(13), np.int64(15), np.int64(16), np.int64(18), np.int64(22), np.int64(23), np.int64(29), np.int64(30), np.int64(41), np.int64(42), np.int64(44), np.int64(46), np.int64(48), np.int64(50), np.int64(52)]",[np.int64(51)],"[np.int64(3), np.int64(5), np.int64(10), np.int64(13), np.int64(15), np.int64(16), np.int64(18), np.int64(22), np.int64(23), np.int64(29), np.int64(30), np.int64(41), np.int64(42), np.int64(44), np.int64(46), np.int64(48), np.int64(50), np.int64(51), np.int64(52)]"
5.00802492473469*x0**2*x1 + 2.6400123*x3*x4 - 2.6400123*x5 - 2.6400123*log(x2**2) - 0.24819494835744,(-x29 + x43)*0.10884018,1.3584257,0.92218715,3,53,4,"[np.int64(5), np.int64(50), np.int64(51), np.int64(52)]",[],"[np.int64(5), np.int64(50), np.int64(51), np.int64(52)]"
-5.08104527453039*x1*(0.039422598 - x0**2) + 3.0136073*x3*x4 - 3.0136073*x5 - 2.48486598152551*log(x2**2) - 0.0442192626343608,x44*(-0.12022087),1.2216597,0.972809,3,53,4,"[np.int64(5), np.int64(50), np.int64(51), np.int64(52)]",[],"[np.int64(5), np.int64(50), np.int64(51), np.int64(52)]"
5.172961*x0**2*x1 - 2.9487886*x5 - log(x2**2) + 2.0846457,(0.5949322 - x37)*(x19*0.092057124*x43*x19 + x30*(-0.14298122)),15.616531,0.8780634,4,54,18,"[np.int64(4), np.int64(5), np.int64(6), np.int64(9), np.int64(18), np.int64(21), np.int64(22), np.int64(29), np.int64(31), np.int64(32), np.int64(33), np.int64(36), np.int64(39), np.int64(42), np.int64(43), np.int64(44), np.int64(50), np.int64(53)]",[],"[np.int64(4), np.int64(5), np.int64(6), np.int64(9), np.int64(18), np.int64(21), np.int64(22), np.int64(29), np.int64(31), np.int64(32), np.int64(33), np.int64(36), np.int64(39), np.int64(42), np.int64(43), np.int64(44), np.int64(50), np.int64(53)]"
4.994424902041*x0**2*x1 + x3*x4 + 1.98511210453733*x3*(0.032454118*x14 + x4) - 3.0363452*x5 - 2.5149262*log(x2**2),x35*x29*(-0.167964)*x34,1.1073254,0.8904343,4,54,4,"[np.int64(5), np.int64(50), np.int64(51), np.int64(53)]",[],"[np.int64(5), np.int64(50), np.int64(51), np.int64(53)]"
2.4593945*(x0**2*(x1 + x1) - x2**2 + 2.4593945),(-x0*x0 + x0 + x24)*x4*(x17 - 0.6053253)*(-0.039764453)*(x29 - 1*1.2681941)*(-x4 - 1.158961),33.903465,0.85671866,7,57,27,"[np.int64(2), np.int64(3), np.int64(5), np.int64(7), np.int64(11), np.int64(14), np.int64(19), np.int64(22), np.int64(25), np.int64(26), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(36), np.int64(37), np.int64(40), np.int64(41), np.int64(42), np.int64(45), np.int64(46), np.int64(48), np.int64(50), np.int64(51), np.int64(54), np.int64(56)]",[],"[np.int64(2), np.int64(3), np.int64(5), np.int64(7), np.int64(11), np.int64(14), np.int64(19), np.int64(22), np.int64(25), np.int64(26), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(36), np.int64(37), np.int64(40), np.int64(41), np.int64(42), np.int64(45), np.int64(46), np.int64(48), np.int64(50), np.int64(51), np.int64(54), np.int64(56)]"
x1*x0**2*4.912955 + x2**2*(-2.7729352) + 5.670835,(x3 - (-2.4136775)*x4)*(x23 - 1*(-1.2012562))*x42**2*(-0.043961532)*x29,30.43068,0.86094403,2,52,25,"[np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(11), np.int64(13), np.int64(15), np.int64(17), np.int64(19), np.int64(22), np.int64(23), np.int64(24), np.int64(28), np.int64(30), np.int64(31), np.int64(32), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(44), np.int64(46), np.int64(48), np.int64(50), np.int64(51)]",[],"[np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(11), np.int64(13), np.int64(15), np.int64(17), np.int64(19), np.int64(22), np.int64(23), np.int64(24), np.int64(28), np.int64(30), np.int64(31), np.int64(32), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(44), np.int64(46), np.int64(48), np.int64(50), np.int64(51)]"
x0*x1*x0*5.127159 - x2**2 + x5*(-2.9580624) + 3.5472946,(x47*(x44 - 2.286057)*x10*x39*0.8866453 - 1.355853*x15 + x39 + x46*(x10*x39**2 + x38))*(-0.07785716),22.40989,0.81715393,3,53,30,"[np.int64(0), np.int64(1), np.int64(2), np.int64(5), np.int64(6), np.int64(8), np.int64(12), np.int64(15), np.int64(17), np.int64(21), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(36), np.int64(40), np.int64(41), np.int64(43), np.int64(44), np.int64(46), np.int64(47), np.int64(49), np.int64(50), np.int64(52)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(5), np.int64(6), np.int64(8), np.int64(12), np.int64(15), np.int64(17), np.int64(21), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(36), np.int64(40), np.int64(41), np.int64(43), np.int64(44), np.int64(46), np.int64(47), np.int64(49), np.int64(50), np.int64(52)]"
4.8902726*x0**2*x1 - 2.9125874*x5 - 2.5531714*log(x2**2),(0.027785884 - 0.10984014*(x39*x41 + x7))*(x45 - x9),10.282685,0.91163343,4,54,15,"[np.int64(1), np.int64(4), np.int64(5), np.int64(6), np.int64(17), np.int64(23), np.int64(27), np.int64(28), np.int64(34), np.int64(40), np.int64(47), np.int64(49), np.int64(50), np.int64(51), np.int64(53)]",[np.int64(50)],"[np.int64(1), np.int64(4), np.int64(5), np.int64(6), np.int64(17), np.int64(23), np.int64(27), np.int64(28), np.int64(34), np.int64(40), np.int64(47), np.int64(49), np.int64(50), np.int64(51), np.int64(53)]"
(x0**2*(x1 + x1) - x2**2 - x5 + 2.1085818)*2.6358662,x0*x22*0.15438496,23.091011,0.86008215,3,53,26,"[np.int64(2), np.int64(3), np.int64(5), np.int64(7), np.int64(10), np.int64(13), np.int64(18), np.int64(19), np.int64(21), np.int64(23), np.int64(26), np.int64(27), np.int64(29), np.int64(31), np.int64(33), np.int64(35), np.int64(37), np.int64(41), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52)]",[],"[np.int64(2), np.int64(3), np.int64(5), np.int64(7), np.int64(10), np.int64(13), np.int64(18), np.int64(19), np.int64(21), np.int64(23), np.int64(26), np.int64(27), np.int64(29), np.int64(31), np.int64(33), np.int64(35), np.int64(37), np.int64(41), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52)]"
5.0358744*x0**2*x1 - x5 - log(x2**2) + 3.7196085,(x41 - (-x31*x39**2 + x38))*0.10635591 - 0.13466649,23.055632,0.88234246,3,53,13,"[np.int64(0), np.int64(3), np.int64(4), np.int64(5), np.int64(18), np.int64(20), np.int64(21), np.int64(37), np.int64(41), np.int64(46), np.int64(50), np.int64(51), np.int64(52)]",[np.int64(51)],"[np.int64(0), np.int64(3), np.int64(4), np.int64(5), np.int64(18), np.int64(20), np.int64(21), np.int64(37), np.int64(41), np.int64(46), np.int64(50), np.int64(51), np.int64(52)]"
5.02493016318736*x0**2*x1 - x20 - 2*x5 - 2.5372343*log((x2 - 0.0007060743)**2) + 0.0223917000000009,x0 + x3 + x4 + x5 - (-x1 + x2*(-0.92197746)),8.914546,0.8149725,1,51,30,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(8), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(23), np.int64(25), np.int64(27), np.int64(28), np.int64(30), np.int64(33), np.int64(34), np.int64(35), np.int64(38), np.int64(40), np.int64(43), np.int64(44), np.int64(46), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(8), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(23), np.int64(25), np.int64(27), np.int64(28), np.int64(30), np.int64(33), np.int64(34), np.int64(35), np.int64(38), np.int64(40), np.int64(43), np.int64(44), np.int64(46), np.int64(50)]"
x1*5.22757*x0**2 - x2**2 + 4.5322556,x0 + x1 + x2 + x3 + x4 + x5,32.202396,0.8612103,2,52,28,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(9), np.int64(12), np.int64(15), np.int64(16), np.int64(18), np.int64(21), np.int64(24), np.int64(25), np.int64(28), np.int64(29), np.int64(32), np.int64(37), np.int64(38), np.int64(40), np.int64(44), np.int64(45), np.int64(46), np.int64(48), np.int64(49), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(9), np.int64(12), np.int64(15), np.int64(16), np.int64(18), np.int64(21), np.int64(24), np.int64(25), np.int64(28), np.int64(29), np.int64(32), np.int64(37), np.int64(38), np.int64(40), np.int64(44), np.int64(45), np.int64(46), np.int64(48), np.int64(49), np.int64(50), np.int64(51)]"
5.1780082277625*x0**2*x1 + 0.34541607*x0 + 0.34541607*x2 + 0.53369367938815*x3 + x4*(2.9506044*x3 + 0.6986817) - 2.5048475*x5 - 2.5048475*log(x2**2) + 0.0223780118702502,x0 + x1 + x2 + x3 + x4 + x5,1.4500989,0.86320335,3,53,9,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50), np.int64(51), np.int64(52)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50), np.int64(51), np.int64(52)]"
5.181047*x0**2*x1 - x5 - log(x2**4),x0 + x3 + x4 + x5 - (-0.9531106)*(x1 + x2),12.550001,0.9860704,2,52,24,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(10), np.int64(15), np.int64(19), np.int64(22), np.int64(23), np.int64(27), np.int64(28), np.int64(30), np.int64(31), np.int64(32), np.int64(34), np.int64(36), np.int64(44), np.int64(48), np.int64(49), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(10), np.int64(15), np.int64(19), np.int64(22), np.int64(23), np.int64(27), np.int64(28), np.int64(30), np.int64(31), np.int64(32), np.int64(34), np.int64(36), np.int64(44), np.int64(48), np.int64(49), np.int64(50), np.int64(51)]"
5.14894460333796*x0**2*x1 - 2.5242808*x5 - 2.5242808*log(x2**2),x0 + x1 + x2 + x3 + x4 + x5,9.639816,0.97341156,2,52,19,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(11), np.int64(13), np.int64(20), np.int64(21), np.int64(22), np.int64(26), np.int64(28), np.int64(37), np.int64(40), np.int64(43), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(11), np.int64(13), np.int64(20), np.int64(21), np.int64(22), np.int64(26), np.int64(28), np.int64(37), np.int64(40), np.int64(43), np.int64(50), np.int64(51)]"
4.78941858872537*x0**2*x1 + x1 + x2*x21 + 2.5247338*x4*(x3 + 0.22859903) - 2.3542754*x5 - 2.5247338*log(x2**2) + 0.12190963041566,x0 + x1 + x2 + x3 + x4*1.0791342 + x5,3.3901095,1.0544144,4,54,9,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50), np.int64(52), np.int64(53)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50), np.int64(52), np.int64(53)]"
(x0**2*x1 - ((x3*x4 - (x2**2 + x5) + 0.08684317)*(-0.50252056) - 0.50836295))*5.267935 + 2.8055856,x0 + x1 + x2 + x3 + x4 + x5,17.343678,0.95849127,3,53,25,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(9), np.int64(10), np.int64(16), np.int64(18), np.int64(19), np.int64(24), np.int64(33), np.int64(34), np.int64(35), np.int64(38), np.int64(41), np.int64(45), np.int64(47), np.int64(49), np.int64(50), np.int64(51), np.int64(52)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(9), np.int64(10), np.int64(16), np.int64(18), np.int64(19), np.int64(24), np.int64(33), np.int64(34), np.int64(35), np.int64(38), np.int64(41), np.int64(45), np.int64(47), np.int64(49), np.int64(50), np.int64(51), np.int64(52)]"
5.0462327*x0**2*x1 - log(x2**4) + 0.88144296,x0 + x1 + x2 + x3 + x4*0.92777157 + x5,12.201991,0.91670233,2,52,18,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(17), np.int64(18), np.int64(23), np.int64(28), np.int64(32), np.int64(35), np.int64(39), np.int64(40), np.int64(44), np.int64(47), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(17), np.int64(18), np.int64(23), np.int64(28), np.int64(32), np.int64(35), np.int64(39), np.int64(40), np.int64(44), np.int64(47), np.int64(50), np.int64(51)]"
(x1*2.03258*x0**2 - x2**2 - x5 + 2.3508706)*2.617169,x0 + x1 + x2 + x3 + x4 + x5,28.635908,0.95179415,2,52,23,"[np.int64(0), np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(6), np.int64(13), np.int64(15), np.int64(18), np.int64(21), np.int64(27), np.int64(28), np.int64(32), np.int64(34), np.int64(36), np.int64(37), np.int64(41), np.int64(43), np.int64(44), np.int64(47), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(13), np.int64(15), np.int64(18), np.int64(21), np.int64(27), np.int64(28), np.int64(32), np.int64(34), np.int64(36), np.int64(37), np.int64(41), np.int64(43), np.int64(44), np.int64(47), np.int64(50), np.int64(51)]"
(x0**2*x1*2.2170134 - x2**2 - x5 + 2.2331398)*2.3049626,x0 + x1 + x2 + x3 + x4 + x5,26.406418,0.92868584,2,52,32,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(12), np.int64(13), np.int64(14), np.int64(16), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(37), np.int64(40), np.int64(44), np.int64(48), np.int64(49), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(12), np.int64(13), np.int64(14), np.int64(16), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(37), np.int64(40), np.int64(44), np.int64(48), np.int64(49), np.int64(50), np.int64(51)]"
5.23606785252976*x0**2*x1 - 2.4736912*x5 - 2.4736912*log(x2**2),x0 + x1 + x2 + x3 + x4 + x5,8.492062,0.90389013,2,52,16,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(8), np.int64(9), np.int64(12), np.int64(13), np.int64(26), np.int64(28), np.int64(34), np.int64(47), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(8), np.int64(9), np.int64(12), np.int64(13), np.int64(26), np.int64(28), np.int64(34), np.int64(47), np.int64(50), np.int64(51)]"
(0.45627365*x1*(x0 + x0)**2 + x2**2*(-0.95937437) - x5 - 1*(-2.1149273))*2.8126292,x0 + x1 + x2 + x3 + x4 + x5 - 1*0.027611475,28.455889,0.91597503,2,52,32,"[np.int64(0), np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(9), np.int64(10), np.int64(12), np.int64(13), np.int64(18), np.int64(19), np.int64(21), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(34), np.int64(37), np.int64(38), np.int64(40), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(49), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(9), np.int64(10), np.int64(12), np.int64(13), np.int64(18), np.int64(19), np.int64(21), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(34), np.int64(37), np.int64(38), np.int64(40), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(49), np.int64(50), np.int64(51)]"
5.3924212*x0**2*x1 - log(x2**4),x0 + x1 + x2 + x3 + x4 + x5,15.430912,0.98784125,2,52,19,"[np.int64(0), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(15), np.int64(18), np.int64(20), np.int64(24), np.int64(28), np.int64(31), np.int64(32), np.int64(38), np.int64(44), np.int64(45), np.int64(47), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(15), np.int64(18), np.int64(20), np.int64(24), np.int64(28), np.int64(31), np.int64(32), np.int64(38), np.int64(44), np.int64(45), np.int64(47), np.int64(50), np.int64(51)]"
5.09976848832889*x0**2*x1 - x5 - log(x2**4),x0 + x1 + x2 + x3 + x4 + x5,9.911758,0.9288205,2,52,20,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(7), np.int64(8), np.int64(10), np.int64(16), np.int64(31), np.int64(32), np.int64(36), np.int64(38), np.int64(40), np.int64(41), np.int64(42), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(22), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(8), np.int64(10), np.int64(16), np.int64(22), np.int64(31), np.int64(32), np.int64(36), np.int64(38), np.int64(40), np.int64(41), np.int64(42), np.int64(50), np.int64(51)]"
5.15463715038276*x0**2*x1 - 2.5795689*log(x2**2),x0 + x1 + x2 + x3 + x4 + x5,10.8361435,0.8941356,2,52,22,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(12), np.int64(20), np.int64(22), np.int64(24), np.int64(27), np.int64(32), np.int64(33), np.int64(34), np.int64(45), np.int64(46), np.int64(48), np.int64(49), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(12), np.int64(20), np.int64(22), np.int64(24), np.int64(27), np.int64(32), np.int64(33), np.int64(34), np.int64(45), np.int64(46), np.int64(48), np.int64(49), np.int64(50), np.int64(51)]"
5.419314*x0**2*x1 - log(30.277008826043*x2**4) + 4.091136,x0 + x1 + x2 + x3 + x4 + x5,14.104298,1.0978186,1,51,30,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(10), np.int64(11), np.int64(12), np.int64(15), np.int64(17), np.int64(18), np.int64(20), np.int64(21), np.int64(22), np.int64(24), np.int64(26), np.int64(27), np.int64(30), np.int64(31), np.int64(33), np.int64(34), np.int64(35), np.int64(38), np.int64(41), np.int64(43), np.int64(44), np.int64(45), np.int64(47), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(10), np.int64(11), np.int64(12), np.int64(15), np.int64(17), np.int64(18), np.int64(20), np.int64(21), np.int64(22), np.int64(24), np.int64(26), np.int64(27), np.int64(30), np.int64(31), np.int64(33), np.int64(34), np.int64(35), np.int64(38), np.int64(41), np.int64(43), np.int64(44), np.int64(45), np.int64(47), np.int64(50)]"
5.2182646*x0**2*x1 - 2.6091323*x5 - 2.6091323*log(x2**2),x0 + x1 + x2 + x3 + x4 + x5,11.440497,0.8309565,2,52,18,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(9), np.int64(10), np.int64(18), np.int64(20), np.int64(26), np.int64(27), np.int64(33), np.int64(40), np.int64(41), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(9), np.int64(10), np.int64(18), np.int64(20), np.int64(26), np.int64(27), np.int64(33), np.int64(40), np.int64(41), np.int64(50), np.int64(51)]"
x0**2*x1*5.1663117 - 2.535413*x2**2 + x3 + x4 + (x3 - 0.10310102)*(x4*3.201299 - 1*0.351242) - (x5 + x5) - 1*(-5.3533244),x0 + x1 + x2 + x3 + x4 + x5,16.452291,0.86326057,3,53,23,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(13), np.int64(14), np.int64(15), np.int64(17), np.int64(23), np.int64(26), np.int64(29), np.int64(35), np.int64(37), np.int64(42), np.int64(43), np.int64(45), np.int64(46), np.int64(49), np.int64(50), np.int64(51), np.int64(52)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(13), np.int64(14), np.int64(15), np.int64(17), np.int64(23), np.int64(26), np.int64(29), np.int64(35), np.int64(37), np.int64(42), np.int64(43), np.int64(45), np.int64(46), np.int64(49), np.int64(50), np.int64(51), np.int64(52)]"
x1*x0**2*4.835463 - x2**2 + 4.100523,x0 + x1 + x2 + x3 + x4 + x5,27.315632,0.8985381,2,52,26,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(8), np.int64(9), np.int64(15), np.int64(18), np.int64(19), np.int64(21), np.int64(28), np.int64(29), np.int64(31), np.int64(32), np.int64(35), np.int64(38), np.int64(39), np.int64(42), np.int64(43), np.int64(45), np.int64(47), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(8), np.int64(9), np.int64(15), np.int64(18), np.int64(19), np.int64(21), np.int64(28), np.int64(29), np.int64(31), np.int64(32), np.int64(35), np.int64(38), np.int64(39), np.int64(42), np.int64(43), np.int64(45), np.int64(47), np.int64(50), np.int64(51)]"
5.281014*x0**2*x1 - log(2.7991061*x2**6),x0 + x1 + x2 + x3 + x4 + x5,13.710201,0.91986287,1,51,32,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(16), np.int64(17), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(31), np.int64(32), np.int64(33), np.int64(35), np.int64(36), np.int64(39), np.int64(42), np.int64(43), np.int64(44), np.int64(46), np.int64(47), np.int64(49), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(49), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(16), np.int64(17), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(31), np.int64(32), np.int64(33), np.int64(35), np.int64(36), np.int64(39), np.int64(42), np.int64(43), np.int64(44), np.int64(46), np.int64(47), np.int64(49), np.int64(50)]"
x1*x0**2*4.9619026 + x2**2*(-2.741437) + 5.6250143,x0 + x1 + x2 + x3 + x4 + x5,27.704718,1.0210989,2,52,27,"[np.int64(0), np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(21), np.int64(23), np.int64(24), np.int64(26), np.int64(27), np.int64(31), np.int64(33), np.int64(37), np.int64(41), np.int64(43), np.int64(47), np.int64(49), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(21), np.int64(23), np.int64(24), np.int64(26), np.int64(27), np.int64(31), np.int64(33), np.int64(37), np.int64(41), np.int64(43), np.int64(47), np.int64(49), np.int64(50), np.int64(51)]"
5.1442723525725*x0**2*x1 - 2.5489345*log(x2**2) - 0.0712599,x0 + x1 + x2 + x3 + x4 + x5,15.397058,0.9121015,2,52,14,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(11), np.int64(16), np.int64(20), np.int64(32), np.int64(45), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(11), np.int64(16), np.int64(20), np.int64(32), np.int64(45), np.int64(50), np.int64(51)]"
