seed,failed,beta_hat,se,ci_low,ci_high,dgp,estimator,dgp_label,est_label,beta0,epds_variant,pre_lasso_terms_y,pre_lasso_terms_d,post_lasso_terms_y,post_lasso_terms_d,term_coefs_y,term_coefs_d,du_selected
6,False,0.5020671302247657,0.19369761706076216,0.12241980078567183,0.8817144596638595,dgp2,epds,Quadratic,EPDS,0.5,epds,"[('sq', 0, None)]","[('int', 0, 45), ('int', 4, 16), ('int', 4, 40), ('int', 5, 16), ('int', 5, 40), ('int', 32, 40)]","[('int', 0, 45), ('int', 4, 16), ('int', 5, 16), ('sq', 0, None)]","[('int', 0, 45), ('int', 4, 16), ('int', 5, 16)]","{('sq', 0, None): 4.9537897909172806}","{('int', 0, 45): 0.23993662892521656, ('int', 4, 16): 0.3864804406892475, ('int', 5, 16): 0.24525524602621362}",nan
7,False,0.5779020228979479,0.1834196757907483,0.21839945834808122,0.9374045874478145,dgp2,epds,Quadratic,EPDS,0.5,epds,"[('cubic', 0, 3), ('int', 1, 3), ('sq', 0, None)]",[],"[('cubic', 0, 3), ('int', 1, 3), ('sq', 0, None)]",[],"{('cubic', 0, 3): -0.2228726202644469, ('int', 1, 3): 0.4016245636636888, ('sq', 0, None): 5.108535107678536}",{},nan
8,False,0.183100860724872,0.1851794439136221,-0.17985084934582732,0.5460525707955713,dgp2,epds,Quadratic,EPDS,0.5,epds,"[('sq', 0, None)]","[('int', 4, 5), ('int', 15, 48)]","[('int', 4, 5), ('int', 15, 48), ('sq', 0, None)]","[('int', 4, 5), ('int', 15, 48)]","{('sq', 0, None): 4.8287118414348145}","{('int', 4, 5): -0.32310151694894595, ('int', 15, 48): -0.19153195864166264}",nan
9,False,0.5057670206460718,0.04195163212341996,0.4235418216841687,0.587992219607975,dgp2,epds,Quadratic,EPDS,0.5,epds,"[('sq', 0, None), ('sq', 2, None)]",[],"[('sq', 0, None), ('sq', 2, None)]",[],"{('sq', 0, None): 5.031344518621766, ('sq', 2, None): 2.9599184001228336}",{},nan
0,False,0.4845425201839316,0.04976800994671117,0.3869972206883777,0.5820878196794855,dgp2,epds_du,Quadratic,EPDS + Du et al.,0.5,epds_du,"[('sq', 0, None), ('sq', 2, None)]",[],"[('sq', 0, None), ('sq', 2, None)]",[],"{('sq', 0, None): 5.03483117252021, ('sq', 2, None): 2.9955106181879296}",{},"[0, 2, 3, 9, 12, 13, 20, 22, 24, 28, 33, 38, 46, 49]"
1,False,0.4923262254592843,0.04664329885267995,0.4009053597080316,0.5837470912105369,dgp2,epds_du,Quadratic,EPDS + Du et al.,0.5,epds_du,"[('sq', 0, None), ('sq', 2, None)]","[('cubic', 40, 46)]","[('cubic', 40, 46), ('sq', 0, None), ('sq', 2, None)]","[('cubic', 40, 46)]","{('sq', 0, None): 4.993377182229308, ('sq', 2, None): 3.039711522947343}","{('cubic', 40, 46): -0.009771582863172418}","[0, 2, 9, 12, 14, 15, 18, 23, 25, 30, 39, 40, 42, 46]"
2,False,0.4601133297845234,0.04810267067922682,0.36583209525323884,0.5543945643158079,dgp2,epds_du,Quadratic,EPDS + Du et al.,0.5,epds_du,"[('sq', 0, None), ('sq', 2, None)]","[('int', 1, 20), ('int', 1, 45), ('int', 20, 29), ('int', 29, 45)]","[('sq', 0, None), ('sq', 2, None)]",[],"{('sq', 0, None): 5.010417762714056, ('sq', 2, None): 3.035110224016058}",{},"[0, 1, 2, 13, 18, 20, 29, 30, 31, 32, 41, 43, 45, 47]"
3,False,0.47173375916627136,0.043895313382543065,0.38569894493648693,0.5577685733960558,dgp2,epds_du,Quadratic,EPDS + Du et al.,0.5,epds_du,"[('sq', 0, None), ('sq', 2, None)]",[],"[('sq', 0, None), ('sq', 2, None)]",[],"{('sq', 0, None): 4.946777671020764, ('sq', 2, None): 2.990164473627862}",{},"[0, 1, 2, 10, 12, 21, 30, 33, 42, 43, 44, 47, 48, 49]"
4,False,0.5488619374297794,0.04534014302455248,0.45999525710165656,0.6377286177579022,dgp2,epds_du,Quadratic,EPDS + Du et al.,0.5,epds_du,"[('sq', 0, None), ('sq', 2, None)]","[('cubic', 49, 32), ('int', 0, 32), ('int', 32, 35), ('int', 32, 49)]","[('sq', 0, None), ('sq', 2, None)]",[],"{('sq', 0, None): 5.027033001330868, ('sq', 2, None): 2.996292898471559}",{},"[0, 2, 8, 15, 18, 20, 25, 27, 28, 30, 32, 33, 35, 39, 49]"
5,False,0.42265092928929204,0.04421686537590993,0.3359858731525086,0.5093159854260755,dgp2,epds_du,Quadratic,EPDS + Du et al.,0.5,epds_du,"[('sq', 0, None), ('sq', 2, None)]","[('int', 2, 22)]","[('sq', 0, None), ('sq', 2, None)]",[],"{('sq', 0, None): 4.986568722290863, ('sq', 2, None): 2.992679639649051}",{},"[0, 2, 3, 6, 8, 11, 18, 22, 23, 29, 35, 37, 45, 49]"
6,False,0.5083616142620017,0.042921886158453416,0.424234717391433,0.5924885111325704,dgp2,epds_du,Quadratic,EPDS + Du et al.,0.5,epds_du,"[('sq', 0, None), ('sq', 2, None)]","[('int', 2, 31), ('int', 27, 31)]","[('sq', 0, None), ('sq', 2, None)]",[],"{('sq', 0, None): 4.942844207272746, ('sq', 2, None): 3.0084813732619162}",{},"[0, 1, 2, 4, 12, 16, 18, 21, 27, 31, 34, 36, 47]"
7,False,0.5577952199651277,0.04708585250904049,0.46550694904740836,0.650083490882847,dgp2,epds_du,Quadratic,EPDS + Du et al.,0.5,epds_du,"[('sq', 0, None), ('sq', 2, None)]","[('cubic', 15, 2)]","[('cubic', 15, 2), ('sq', 0, None), ('sq', 2, None)]","[('cubic', 15, 2)]","{('sq', 0, None): 4.938965052522691, ('sq', 2, None): 3.0168528215804904}","{('cubic', 15, 2): 0.015045056986990591}","[0, 2, 12, 13, 14, 15, 17, 28, 32, 34, 42, 45, 48]"
8,False,0.49052376208885834,0.04741525845090639,0.3975898555250818,0.5834576686526348,dgp2,epds_du,Quadratic,EPDS + Du et al.,0.5,epds_du,"[('sq', 0, None), ('sq', 2, None)]","[('cubic', 30, 40), ('cubic', 30, 48), ('cubic', 48, 10), ('cubic', 48, 30), ('cubic', 48, 40), ('int', 34, 40), ('int', 34, 48)]","[('sq', 0, None), ('sq', 2, None)]",[],"{('sq', 0, None): 5.029614935336163, ('sq', 2, None): 3.0214571219968263}",{},"[0, 2, 3, 5, 8, 10, 17, 21, 30, 33, 34, 40, 46, 48]"
9,False,0.3013338043757672,0.254074746764459,-0.1966526992825725,0.7993203080341069,dgp2,epds_du,Quadratic,EPDS + Du et al.,0.5,epds_du,"[('sq', 0, None)]","[('int', 8, 24)]","[('int', 8, 24), ('sq', 0, None)]","[('int', 8, 24)]","{('sq', 0, None): 4.837918701334569}","{('int', 8, 24): -0.2502070280605521}","[0, 2, 8, 9, 12, 17, 21, 24, 25, 26, 39, 42, 44, 48]"
0,False,0.9888271120038719,0.34063064761546613,0.32119104267755827,1.6564631813301856,dgp3,naive_ols,Interactions,Naive OLS,0.5,,nan,nan,nan,nan,nan,nan,nan
1,False,0.44869395471928547,0.3672942082456467,-0.271202693442182,1.168590602880753,dgp3,naive_ols,Interactions,Naive OLS,0.5,,nan,nan,nan,nan,nan,nan,nan
2,False,0.4878632615425105,0.40512517366076567,-0.3061820788325902,1.2819086019176111,dgp3,naive_ols,Interactions,Naive OLS,0.5,,nan,nan,nan,nan,nan,nan,nan
3,False,0.5663200814227152,0.4032917306796291,-0.22413171070935778,1.3567718735547882,dgp3,naive_ols,Interactions,Naive OLS,0.5,,nan,nan,nan,nan,nan,nan,nan
4,False,0.3910832878615617,0.3290991202800062,-0.2539509878872504,1.0361175636103739,dgp3,naive_ols,Interactions,Naive OLS,0.5,,nan,nan,nan,nan,nan,nan,nan
5,False,0.8282864216625216,0.3487205852023563,0.14479407466590322,1.51177876865914,dgp3,naive_ols,Interactions,Naive OLS,0.5,,nan,nan,nan,nan,nan,nan,nan
6,False,0.7966575799493936,0.34174362654970064,0.12684007191198032,1.4664750879868067,dgp3,naive_ols,Interactions,Naive OLS,0.5,,nan,nan,nan,nan,nan,nan,nan
7,False,-0.58795567375141,0.3473351119502935,-1.2687324931739852,0.09282114567116517,dgp3,naive_ols,Interactions,Naive OLS,0.5,,nan,nan,nan,nan,nan,nan,nan
8,False,1.3430099979776902,0.3262527287057736,0.7035546497143739,1.9824653462410065,dgp3,naive_ols,Interactions,Naive OLS,0.5,,nan,nan,nan,nan,nan,nan,nan
9,False,0.791736010897332,0.36473762162249634,0.0768502725172392,1.506621749277425,dgp3,naive_ols,Interactions,Naive OLS,0.5,,nan,nan,nan,nan,nan,nan,nan
0,False,0.7654250206985868,0.2304379208662605,0.3137666958007162,1.2170833455964574,dgp3,full_ols,Interactions,Full OLS (infeasible),0.5,,nan,nan,nan,nan,nan,nan,nan
1,False,0.3783024109031011,0.25226758804923927,-0.11614206167340785,0.8727468834796102,dgp3,full_ols,Interactions,Full OLS (infeasible),0.5,,nan,nan,nan,nan,nan,nan,nan
2,False,0.22635052038427989,0.31012328484466717,-0.3814911179112677,0.8341921586798275,dgp3,full_ols,Interactions,Full OLS (infeasible),0.5,,nan,nan,nan,nan,nan,nan,nan
3,False,0.3656184598234472,0.34823885152979117,-0.31692968917494346,1.048166608821838,dgp3,full_ols,Interactions,Full OLS (infeasible),0.5,,nan,nan,nan,nan,nan,nan,nan
4,False,0.441035546455128,0.24553411927807195,-0.04021132732989302,0.922282420240149,dgp3,full_ols,Interactions,Full OLS (infeasible),0.5,,nan,nan,nan,nan,nan,nan,nan
5,False,0.7629570508348412,0.2822936920263868,0.20966141446312303,1.3162526872065594,dgp3,full_ols,Interactions,Full OLS (infeasible),0.5,,nan,nan,nan,nan,nan,nan,nan
6,False,0.6102600351277006,0.24958581543306535,0.12107183687889245,1.0994482333765085,dgp3,full_ols,Interactions,Full OLS (infeasible),0.5,,nan,nan,nan,nan,nan,nan,nan
7,False,0.14153962494465086,0.2553817173828069,-0.3590085411256506,0.6420877910149524,dgp3,full_ols,Interactions,Full OLS (infeasible),0.5,,nan,nan,nan,nan,nan,nan,nan
8,False,0.9031294646463598,0.2575953922582965,0.39824249582009874,1.4080164334726208,dgp3,full_ols,Interactions,Full OLS (infeasible),0.5,,nan,nan,nan,nan,nan,nan,nan
9,False,0.4907731593967156,0.2623672538238566,-0.02346665809804338,1.0050129768914746,dgp3,full_ols,Interactions,Full OLS (infeasible),0.5,,nan,nan,nan,nan,nan,nan,nan
0,False,0.7648812817062572,0.2194040667292772,0.3348493109168739,1.1949132524956405,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5,,nan,nan,nan,nan,nan,nan,nan
1,False,0.36239788070252965,0.2425974106567477,-0.11309304418469585,0.8378888055897551,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5,,nan,nan,nan,nan,nan,nan,nan
2,False,0.17922029548657067,0.28649412820973125,-0.3823081958045025,0.7407487867776439,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5,,nan,nan,nan,nan,nan,nan,nan
3,False,0.36156778043890075,0.3279587926949602,-0.28123145324322124,1.0043670141210228,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5,,nan,nan,nan,nan,nan,nan,nan
4,False,0.4399545027066275,0.23360750312828557,-0.017916203424812205,0.8978252088380672,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5,,nan,nan,nan,nan,nan,nan,nan
5,False,0.7690517114191512,0.2727969287967296,0.23436973097756109,1.3037336918607414,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5,,nan,nan,nan,nan,nan,nan,nan
6,False,0.5884364089059515,0.24058176460317235,0.11689615028373368,1.0599766675281694,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5,,nan,nan,nan,nan,nan,nan,nan
7,False,0.15912896597165604,0.23939694069094902,-0.31008903778260405,0.6283469697259161,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5,,nan,nan,nan,nan,nan,nan,nan
8,False,0.8711207256898087,0.24524976689078087,0.3904311825838782,1.3518102687957392,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5,,nan,nan,nan,nan,nan,nan,nan
9,False,0.5275509184165427,0.24942597428335936,0.03867600882115835,1.016425828011927,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5,,nan,nan,nan,nan,nan,nan,nan
0,False,0.6941921439633032,0.22650854520668684,0.250235395358197,1.1381488925684093,dgp3,dml_lasso,Interactions,DML-LASSO,0.5,,nan,nan,nan,nan,nan,nan,nan
1,False,0.31637178539420713,0.24778763534854154,-0.1692919798889343,0.8020355506773486,dgp3,dml_lasso,Interactions,DML-LASSO,0.5,,nan,nan,nan,nan,nan,nan,nan
2,False,0.24201323334001598,0.2862680429250105,-0.31907213079300456,0.8030985974730366,dgp3,dml_lasso,Interactions,DML-LASSO,0.5,,nan,nan,nan,nan,nan,nan,nan
3,False,0.3565654558111642,0.34041081599313,-0.31063974353537055,1.023770655157699,dgp3,dml_lasso,Interactions,DML-LASSO,0.5,,nan,nan,nan,nan,nan,nan,nan
4,False,0.45942932770758255,0.22862805699560684,0.01131833599619314,0.907540319418972,dgp3,dml_lasso,Interactions,DML-LASSO,0.5,,nan,nan,nan,nan,nan,nan,nan
5,False,0.8397353909209562,0.28173614295149974,0.2875325507360167,1.3919382311058957,dgp3,dml_lasso,Interactions,DML-LASSO,0.5,,nan,nan,nan,nan,nan,nan,nan
6,False,0.6102906129919982,0.24372473813544693,0.13259012624652217,1.0879910997374742,dgp3,dml_lasso,Interactions,DML-LASSO,0.5,,nan,nan,nan,nan,nan,nan,nan
7,False,0.16311655342073406,0.24688439334393164,-0.32077685753337193,0.64700996437484,dgp3,dml_lasso,Interactions,DML-LASSO,0.5,,nan,nan,nan,nan,nan,nan,nan
8,False,0.8560513165417799,0.254140639782561,0.35793566256796033,1.3541669705155994,dgp3,dml_lasso,Interactions,DML-LASSO,0.5,,nan,nan,nan,nan,nan,nan,nan
9,False,0.5225952502583473,0.2557468064090336,0.02133150969664155,1.023858990820053,dgp3,dml_lasso,Interactions,DML-LASSO,0.5,,nan,nan,nan,nan,nan,nan,nan
0,False,0.9269828291506843,0.23762135168096443,0.46124497985599405,1.3927206784453745,dgp3,dml_nn,Interactions,DML-NN,0.5,,nan,nan,nan,nan,nan,nan,nan
1,False,0.5430171778988254,0.2590474672353636,0.03528414211751274,1.050750213680138,dgp3,dml_nn,Interactions,DML-NN,0.5,,nan,nan,nan,nan,nan,nan,nan
2,False,0.21491996145359601,0.2967022379430384,-0.3666164249147592,0.7964563478219513,dgp3,dml_nn,Interactions,DML-NN,0.5,,nan,nan,nan,nan,nan,nan,nan
3,False,0.4279369404889545,0.3376110412229238,-0.23378070030797615,1.089654581285885,dgp3,dml_nn,Interactions,DML-NN,0.5,,nan,nan,nan,nan,nan,nan,nan
4,False,0.5407284712751124,0.2525988210923464,0.045634781934113466,1.0358221606161113,dgp3,dml_nn,Interactions,DML-NN,0.5,,nan,nan,nan,nan,nan,nan,nan
5,False,0.8667711508602245,0.2652908822568303,0.3468010216368371,1.3867412800836119,dgp3,dml_nn,Interactions,DML-NN,0.5,,nan,nan,nan,nan,nan,nan,nan
6,False,0.6396959861802558,0.261323105371424,0.1275026996522648,1.1518892727082468,dgp3,dml_nn,Interactions,DML-NN,0.5,,nan,nan,nan,nan,nan,nan,nan
7,False,0.07394026733237956,0.29173952632241806,-0.4978692042595598,0.645749738924319,dgp3,dml_nn,Interactions,DML-NN,0.5,,nan,nan,nan,nan,nan,nan,nan
8,False,1.318998419099371,0.2592676476937112,0.8108338296196972,1.8271630085790451,dgp3,dml_nn,Interactions,DML-NN,0.5,,nan,nan,nan,nan,nan,nan,nan
9,False,0.5946275205660315,0.23741654177500315,0.12929109868702537,1.0599639424450378,dgp3,dml_nn,Interactions,DML-NN,0.5,,nan,nan,nan,nan,nan,nan,nan
0,False,0.49725367926232844,0.04986789459402009,0.39951260585804904,0.5949947526666078,dgp3,epds,Interactions,EPDS,0.5,epds,"[('int', 0, 1), ('int', 3, 4)]","[('int', 3, 36), ('int', 21, 40), ('int', 34, 40), ('int', 40, 47)]","[('int', 0, 1), ('int', 3, 4)]",[],"{('int', 0, 1): 4.97330517118047, ('int', 3, 4): 2.9401040056859253}",{},nan
1,False,0.2616918784497021,0.14547434774285864,-0.023437843126300817,0.546821600025705,dgp3,epds,Interactions,EPDS,0.5,epds,"[('int', 0, 1)]",[],"[('int', 0, 1)]",[],"{('int', 0, 1): 4.646652227933805}",{},nan
2,False,0.45629260958926127,0.17119939260032166,0.1207418000926308,0.7918434190858917,dgp3,epds,Interactions,EPDS,0.5,epds,"[('int', 0, 1)]","[('int', 7, 13), ('int', 7, 19), ('int', 13, 36), ('int', 19, 36)]","[('int', 0, 1)]",[],"{('int', 0, 1): 4.8491421915080135}",{},nan
3,False,0.47117259371385156,0.04361499613324878,0.38568720129268397,0.5566579861350192,dgp3,epds,Interactions,EPDS,0.5,epds,"[('int', 0, 1), ('int', 3, 4)]","[('int', 0, 10), ('int', 0, 41), ('int', 0, 47), ('int', 10, 48), ('int', 30, 48), ('int', 41, 48), ('int', 47, 48)]","[('int', 0, 1), ('int', 3, 4)]",[],"{('int', 0, 1): 4.949102198071815, ('int', 3, 4): 3.0848627844905243}",{},nan
4,False,0.5524528207965528,0.04522178988298244,0.4638181126259072,0.6410875289671983,dgp3,epds,Interactions,EPDS,0.5,epds,"[('int', 0, 1), ('int', 3, 4)]","[('int', 8, 10), ('int', 8, 24), ('int', 10, 20), ('int', 20, 24)]","[('int', 0, 1), ('int', 3, 4)]",[],"{('int', 0, 1): 4.94840854723219, ('int', 3, 4): 2.9290839918797755}",{},nan
5,False,0.5469171949335978,0.14457366184965495,0.2635528177082741,0.8302815721589215,dgp3,epds,Interactions,EPDS,0.5,epds,"[('int', 0, 1)]","[('int', 15, 49)]","[('int', 0, 1), ('int', 15, 49)]","[('int', 15, 49)]","{('int', 0, 1): 5.044203775354108}","{('int', 15, 49): -0.05569963638560534}",nan
6,False,0.5080222272522247,0.04289763453169601,0.42394286357010047,0.5921015909343489,dgp3,epds,Interactions,EPDS,0.5,epds,"[('int', 0, 1), ('int', 3, 4)]","[('int', 27, 31)]","[('int', 0, 1), ('int', 3, 4)]",[],"{('int', 0, 1): 4.986920090494029, ('int', 3, 4): 2.950503115884418}",{},nan
7,False,0.5849556867697516,0.1384857254094495,0.3135236649672306,0.8563877085722726,dgp3,epds,Interactions,EPDS,0.5,epds,"[('int', 0, 1)]",[],"[('int', 0, 1)]",[],"{('int', 0, 1): 4.732604728764559}",{},nan
8,False,0.8397070227261055,0.24817188796608133,0.3532901223125861,1.326123923139625,dgp3,epds,Interactions,EPDS,0.5,epds,[],"[('int', 33, 41), ('sq', 33, None)]","[('int', 33, 41), ('sq', 33, None)]","[('int', 33, 41), ('sq', 33, None)]",{},"{('int', 33, 41): 0.5679871534412766, ('sq', 33, None): 0.08770535475324244}",nan
9,False,0.5082301321140077,0.04214166558685097,0.4256324675637798,0.5908277966642356,dgp3,epds,Interactions,EPDS,0.5,epds,"[('int', 0, 1), ('int', 3, 4)]",[],"[('int', 0, 1), ('int', 3, 4)]",[],"{('int', 0, 1): 4.974523064892624, ('int', 3, 4): 3.0229372473127176}",{},nan
0,False,0.49725367926232844,0.04986789459402009,0.39951260585804904,0.5949947526666078,dgp3,epds_du,Interactions,EPDS + Du et al.,0.5,epds_du,"[('int', 0, 1), ('int', 3, 4)]","[('int', 2, 12), ('int', 2, 15), ('int', 2, 38), ('int', 9, 12), ('int', 12, 15), ('int', 12, 24), ('int', 12, 46), ('int', 15, 24), ('int', 24, 38)]","[('int', 0, 1), ('int', 3, 4)]",[],"{('int', 0, 1): 4.97330517118047, ('int', 3, 4): 2.9401040056859253}",{},"[0, 1, 2, 3, 4, 9, 10, 12, 13, 15, 20, 22, 24, 28, 33, 36, 38, 40, 46, 49]"
1,False,0.48627658848753014,0.04545532966211578,0.3971841423497832,0.5753690346252771,dgp3,epds_du,Interactions,EPDS + Du et al.,0.5,epds_du,"[('int', 0, 1), ('int', 3, 4)]","[('int', 9, 40), ('int', 12, 15), ('int', 15, 26), ('int', 15, 39), ('int', 15, 46)]","[('int', 0, 1), ('int', 3, 4), ('int', 15, 26)]","[('int', 15, 26)]","{('int', 0, 1): 4.919228633949628, ('int', 3, 4): 3.13342552625472}","{('int', 15, 26): -0.09071497286960058}","[0, 1, 2, 3, 4, 9, 12, 14, 15, 18, 23, 24, 25, 26, 27, 30, 37, 39, 40, 42, 46]"
2,False,0.45174544449297793,0.048911985529895535,0.3558779528543827,0.5476129361315731,dgp3,epds_du,Interactions,EPDS + Du et al.,0.5,epds_du,"[('int', 0, 1), ('int', 3, 4)]","[('int', 20, 29)]","[('int', 0, 1), ('int', 3, 4)]",[],"{('int', 0, 1): 5.01851252875569, ('int', 3, 4): 2.9613033046526533}",{},"[0, 1, 2, 3, 4, 13, 18, 20, 26, 29, 30, 31, 32, 41, 43, 45, 47]"
3,False,0.4825106646176395,0.14084126009193124,0.20646179483745425,0.7585595343978246,dgp3,epds_du,Interactions,EPDS + Du et al.,0.5,epds_du,"[('int', 0, 1)]","[('int', 1, 42), ('int', 1, 47), ('int', 42, 48), ('int', 47, 48)]","[('int', 0, 1), ('int', 1, 47)]","[('int', 1, 47)]","{('int', 0, 1): 5.022595639669496}","{('int', 1, 47): -0.4187123820048595}","[0, 1, 3, 4, 10, 12, 21, 30, 33, 42, 43, 44, 45, 47, 48, 49]"
4,False,0.5524528207965528,0.04522178988298244,0.4638181126259072,0.6410875289671983,dgp3,epds_du,Interactions,EPDS + Du et al.,0.5,epds_du,"[('int', 0, 1), ('int', 3, 4)]","[('int', 1, 32), ('int', 2, 18), ('int', 2, 27), ('int', 8, 28), ('int', 15, 32), ('int', 20, 35), ('int', 25, 28), ('int', 28, 30), ('int', 28, 35)]","[('int', 0, 1), ('int', 3, 4)]",[],"{('int', 0, 1): 4.94840854723219, ('int', 3, 4): 2.9290839918797755}",{},"[0, 1, 2, 3, 4, 8, 9, 15, 18, 20, 25, 27, 28, 30, 32, 33, 35, 39, 44]"
5,False,0.4248100227546584,0.04400010763681134,0.33856981178650813,0.5110502337228087,dgp3,epds_du,Interactions,EPDS + Du et al.,0.5,epds_du,"[('int', 0, 1), ('int', 3, 4)]","[('int', 2, 22)]","[('int', 0, 1), ('int', 3, 4)]",[],"{('int', 0, 1): 4.982330883337105, ('int', 3, 4): 3.0679606451527444}",{},"[0, 1, 2, 3, 4, 6, 8, 11, 18, 22, 23, 29, 30, 35, 37, 45, 49]"
6,False,0.5080222272522247,0.04289763453169601,0.42394286357010047,0.5921015909343489,dgp3,epds_du,Interactions,EPDS + Du et al.,0.5,epds_du,"[('int', 0, 1), ('int', 3, 4)]","[('int', 2, 31), ('int', 27, 31)]","[('int', 0, 1), ('int', 3, 4)]",[],"{('int', 0, 1): 4.986920090494029, ('int', 3, 4): 2.950503115884418}",{},"[0, 1, 2, 3, 4, 12, 16, 18, 21, 24, 27, 31, 34, 36, 44, 47]"
7,False,0.5502080598682294,0.04725218621859102,0.457593774879791,0.6428223448566678,dgp3,epds_du,Interactions,EPDS + Du et al.,0.5,epds_du,"[('int', 0, 1), ('int', 3, 4)]",[],"[('int', 0, 1), ('int', 3, 4)]",[],"{('int', 0, 1): 4.951540205979906, ('int', 3, 4): 2.988003105314987}",{},"[0, 1, 2, 3, 4, 12, 13, 14, 15, 17, 28, 32, 34, 42, 46, 48]"
8,False,0.4960830343806842,0.04799538708717197,0.4020120756898271,0.5901539930715413,dgp3,epds_du,Interactions,EPDS + Du et al.,0.5,epds_du,"[('int', 0, 1), ('int', 3, 4)]","[('cubic', 33, 40), ('cubic', 33, 46)]","[('cubic', 33, 40), ('cubic', 33, 46), ('int', 0, 1), ('int', 3, 4)]","[('cubic', 33, 40), ('cubic', 33, 46)]","{('int', 0, 1): 5.018628814321226, ('int', 3, 4): 2.964818087427308}","{('cubic', 33, 40): 0.0014866217607160098, ('cubic', 33, 46): -0.03975578010956423}","[0, 1, 2, 3, 4, 5, 8, 10, 17, 21, 30, 33, 34, 38, 40, 46, 48]"
9,False,0.5082301321140077,0.04214166558685097,0.4256324675637798,0.5908277966642356,dgp3,epds_du,Interactions,EPDS + Du et al.,0.5,epds_du,"[('int', 0, 1), ('int', 3, 4)]","[('int', 8, 24)]","[('int', 0, 1), ('int', 3, 4)]",[],"{('int', 0, 1): 4.974523064892624, ('int', 3, 4): 3.0229372473127176}",{},"[0, 1, 2, 3, 4, 8, 12, 17, 21, 24, 25, 26, 35, 39, 42, 44, 48]"
0,False,0.3606967011895085,0.45237375885742354,-0.5259558661710416,1.2473492685500585,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5,,nan,nan,nan,nan,nan,nan,nan
1,False,0.5712611804255125,0.49622408861825124,-0.40133803326625983,1.543860394117285,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5,,nan,nan,nan,nan,nan,nan,nan
2,False,1.1426705256487335,0.5064085648711724,0.15010973850123566,2.1352313127962312,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5,,nan,nan,nan,nan,nan,nan,nan
3,False,0.3300024306605964,0.6267810823067236,-0.8984884906605817,1.5584933519817745,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5,,nan,nan,nan,nan,nan,nan,nan
4,False,0.7628224151527164,0.42078501346905645,-0.061916211246634156,1.5875610415520671,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5,,nan,nan,nan,nan,nan,nan,nan
5,False,0.21942716476285637,0.4563611839261983,-0.6750407557324922,1.113895085258205,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5,,nan,nan,nan,nan,nan,nan,nan
6,False,0.38138475758975954,0.4039430284411102,-0.41034357815481637,1.1731130933343354,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5,,nan,nan,nan,nan,nan,nan,nan
7,False,0.26813647974839927,0.44450954029570067,-0.603102219231174,1.1393751787279727,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5,,nan,nan,nan,nan,nan,nan,nan
8,False,0.9031358006494798,0.4386434979853551,0.043394544598183815,1.7628770567007759,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5,,nan,nan,nan,nan,nan,nan,nan
9,False,0.5686390217164417,0.4210991176934261,-0.2567152489626735,1.3939932923955567,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5,,nan,nan,nan,nan,nan,nan,nan
0,False,0.6849544549878146,0.42981979419165744,-0.157492341627834,1.5274012516034632,dgp4,full_ols,Mixed nonlinear,Full OLS (infeasible),0.5,,nan,nan,nan,nan,nan,nan,nan
1,False,0.14157601788203844,0.44563256262691964,-0.731863804866724,1.015015840630801,dgp4,full_ols,Mixed nonlinear,Full OLS (infeasible),0.5,,nan,nan,nan,nan,nan,nan,nan
2,False,1.1443730662576967,0.46330690688549087,0.23629152876213466,2.052454603753259,dgp4,full_ols,Mixed nonlinear,Full OLS (infeasible),0.5,,nan,nan,nan,nan,nan,nan,nan
3,False,0.6168814460834171,0.5487971132686101,-0.4587608959230587,1.692523788089893,dgp4,full_ols,Mixed nonlinear,Full OLS (infeasible),0.5,,nan,nan,nan,nan,nan,nan,nan
4,False,0.6973175400918595,0.4265892046383416,-0.13879730099929,1.533432381183009,dgp4,full_ols,Mixed nonlinear,Full OLS (infeasible),0.5,,nan,nan,nan,nan,nan,nan,nan
5,False,0.49812455648669135,0.4221506298638582,-0.3292906780464708,1.3255397910198534,dgp4,full_ols,Mixed nonlinear,Full OLS (infeasible),0.5,,nan,nan,nan,nan,nan,nan,nan
6,False,0.117862748022261,0.35070212895141584,-0.569513424722514,0.8052389207670361,dgp4,full_ols,Mixed nonlinear,Full OLS (infeasible),0.5,,nan,nan,nan,nan,nan,nan,nan
